dist_img,ref_img,dmos,var
I63_03_04.png,I63.png,1.83,0.637
I63_03_05.png,I63.png,1.5,0.5
I63_04_01.png,I63.png,4.33,0.699
I63_04_02.png,I63.png,2.8,0.945
I63_04_03.png,I63.png,1.63,0.875
I63_04_04.png,I63.png,1.33,0.596
I63_04_05.png,I63.png,1.2,0.476
I63_05_01.png,I63.png,3.77,0.92
I63_05_02.png,I63.png,2.33,0.745
I63_05_03.png,I63.png,1.8,0.6
I63_05_04.png,I63.png,1.53,0.499
I63_05_05.png,I63.png,1.53,0.562
I63_06_01.png,I63.png,3.63,0.912
I63_06_02.png,I63.png,3.48,1.103
I63_06_03.png,I63.png,3.53,0.957
I63_06_04.png,I63.png,2.83,0.86
I63_06_05.png,I63.png,1.67,0.65
I63_07_01.png,I63.png,2.9,1.075
I63_07_02.png,I63.png,2.7,1.069
I63_07_03.png,I63.png,2.57,0.989
I63_07_04.png,I63.png,2.43,1.146
I63_07_05.png,I63.png,2.4,1.281
I63_08_01.png,I63.png,4.33,0.699
I63_08_02.png,I63.png,3.7,0.823
I63_08_03.png,I63.png,2.17,1.003
I63_08_04.png,I63.png,1.4,0.554
I63_08_05.png,I63.png,1.57,0.616
I63_09_01.png,I63.png,4.57,0.559
I63_09_02.png,I63.png,3.93,0.727
I63_09_03.png,I63.png,3.43,0.803
I63_09_04.png,I63.png,2,0.672
I63_09_05.png,I63.png,1.2,0.748
I63_10_01.png,I63.png,4.07,0.892
I63_10_02.png,I63.png,4.3,0.781
I63_10_03.png,I63.png,3.9,0.79
I63_10_04.png,I63.png,2.33,0.699
I63_10_05.png,I63.png,1.7,0.737
I63_11_01.png,I63.png,3.93,0.814
I63_11_02.png,I63.png,3.93,0.814
I63_11_03.png,I63.png,3.3,0.781
I63_11_04.png,I63.png,3.07,0.929
I63_11_05.png,I63.png,2.5,0.619
I63_12_01.png,I63.png,4.6,0.663
I63_12_02.png,I63.png,3.77,0.559
I63_12_03.png,I63.png,3.57,0.844
I63_12_04.png,I63.png,2.87,0.846
I63_12_05.png,I63.png,2.47,0.846
I63_13_01.png,I63.png,3.97,1.048
I63_13_02.png,I63.png,3.1,0.79
I63_13_03.png,I63.png,2.45,0.782
I63_13_04.png,I63.png,2.57,0.92
I63_13_05.png,I63.png,2.4,0.841
I63_14_01.png,I63.png,4.61,0.605
I63_14_02.png,I63.png,3.83,0.734
I63_14_03.png,I63.png,3.43,0.803
I63_14_04.png,I63.png,2.83,0.734
I63_14_05.png,I63.png,2.33,0.83
I63_15_01.png,I63.png,3.93,0.512
I63_15_02.png,I63.png,3.17,0.82
I63_15_03.png,I63.png,2.63,0.875
I63_15_04.png,I63.png,1.67,0.65
I63_15_05.png,I63.png,1.37,0.482
I63_16_01.png,I63.png,4.53,0.763
I63_16_02.png,I63.png,4.2,0.6
I63_16_03.png,I63.png,3.77,0.761
I63_16_04.png,I63.png,3.1,0.943
I63_16_05.png,I63.png,2.43,1.055
I63_17_01.png,I63.png,4.6,0.49
I63_17_02.png,I63.png,4.57,0.559
I63_17_03.png,I63.png,4.27,0.68
I63_17_04.png,I63.png,3.3,1.005
I63_17_05.png,I63.png,1.83,0.82
I63_18_01.png,I63.png,4.43,0.667
I63_18_02.png,I63.png,4.67,0.471
I63_18_03.png,I63.png,4.53,0.562
I63_18_04.png,I63.png,4.4,0.554
I63_18_05.png,I63.png,3.53,1.024
I63_19_01.png,I63.png,4.37,0.482
I63_19_02.png,I63.png,3.9,0.651
I63_19_03.png,I63.png,2.77,0.844
I63_19_04.png,I63.png,1.37,0.547
I63_19_05.png,I63.png,1.13,0.34
I63_20_01.png,I63.png,4.67,0.65
I63_20_02.png,I63.png,4.47,0.846
I63_20_03.png,I63.png,4,1.065
I63_20_04.png,I63.png,3.03,1.251
I63_20_05.png,I63.png,3.9,1.136
I63_21_01.png,I63.png,3.93,0.573
I63_21_02.png,I63.png,2.77,0.803
I63_21_03.png,I63.png,2.6,0.917
I63_21_04.png,I63.png,2.5,0.847
I63_21_05.png,I63.png,1.3,0.458
I63_22_01.png,I63.png,4.67,0.471
I63_22_02.png,I63.png,4.47,0.718
I63_22_03.png,I63.png,4.3,0.586
I63_22_04.png,I63.png,3.83,0.637
I63_22_05.png,I63.png,3.23,0.989
I63_23_01.png,I63.png,3.6,1.052
I63_23_02.png,I63.png,2.5,1.118
I63_23_03.png,I63.png,2.1,0.87
I63_23_04.png,I63.png,2.4,0.841
I63_23_05.png,I63.png,1.97,0.657
I63_24_01.png,I63.png,3.37,0.875
I63_24_02.png,I63.png,2.67,0.978
I63_24_03.png,I63.png,2.23,0.803
I63_24_04.png,I63.png,1.33,0.537
I63_24_05.png,I63.png,1.5,0.671
I63_25_01.png,I63.png,3.3,0.9
I63_25_02.png,I63.png,3.7,0.781
I63_25_03.png,I63.png,4.23,0.803
I63_25_04.png,I63.png,3.97,0.875
I63_25_05.png,I63.png,3.59,0.744
I64_01_01.png,I64.png,4.67,0.471
I64_01_02.png,I64.png,4.4,0.554
I64_01_03.png,I64.png,3.23,0.844
I64_01_04.png,I64.png,1.83,0.637
I64_01_05.png,I64.png,1.23,0.423
I64_02_01.png,I64.png,4.13,0.718
I64_02_02.png,I64.png,2.5,0.885
I64_02_03.png,I64.png,1.55,0.614
I64_02_04.png,I64.png,1.53,0.499
I64_02_05.png,I64.png,1.43,0.496
I64_03_01.png,I64.png,4.67,0.471
I64_03_02.png,I64.png,4.07,0.442
I64_03_03.png,I64.png,2.9,0.7
I64_03_04.png,I64.png,2.17,0.453
I64_03_05.png,I64.png,1.77,0.667
I64_04_01.png,I64.png,4.32,0.642
I64_04_02.png,I64.png,3.37,0.875
I64_04_03.png,I64.png,2.07,0.998
I64_04_04.png,I64.png,1.63,0.706
I64_04_05.png,I64.png,1.4,0.49
I64_05_01.png,I64.png,4.5,0.619
I64_05_02.png,I64.png,2.4,0.611
I64_05_03.png,I64.png,1.57,0.616
I64_05_04.png,I64.png,1.6,0.49
I64_05_05.png,I64.png,1.53,0.618
I64_06_01.png,I64.png,3.8,0.833
I64_06_02.png,I64.png,3.97,0.875
I64_06_03.png,I64.png,3.65,0.935
I64_06_04.png,I64.png,3.2,1.166
I64_06_05.png,I64.png,2.67,0.789
I64_07_01.png,I64.png,2.87,0.957
I64_07_02.png,I64.png,2.53,0.884
I64_07_03.png,I64.png,1.9,0.831
I64_07_04.png,I64.png,2.3,1.069
I64_07_05.png,I64.png,2.03,0.875
I64_08_01.png,I64.png,4.4,0.554
I64_08_02.png,I64.png,4.03,0.836
I64_08_03.png,I64.png,3.07,0.929
I64_08_04.png,I64.png,2.07,0.892
I64_08_05.png,I64.png,1.73,0.772
I64_09_01.png,I64.png,4.33,0.596
I64_09_02.png,I64.png,4.1,0.7
I64_09_03.png,I64.png,3.67,0.869
I64_09_04.png,I64.png,2.1,0.7
I64_09_05.png,I64.png,1.33,0.471
I64_10_01.png,I64.png,4.23,0.616
I64_10_02.png,I64.png,3.93,0.854
I64_10_03.png,I64.png,3.97,0.657
I64_10_04.png,I64.png,2.13,0.884
I64_10_05.png,I64.png,1.4,0.554
I64_11_01.png,I64.png,3.74,0.841
I64_11_02.png,I64.png,3.37,0.605
I64_11_03.png,I64.png,2.87,0.763
I64_11_04.png,I64.png,2.8,1.077
I64_11_05.png,I64.png,2.63,0.547
I64_12_01.png,I64.png,4.47,0.67
I64_12_02.png,I64.png,4.1,0.651
I64_12_03.png,I64.png,3.34,0.69
I64_12_04.png,I64.png,2.84,0.514
I64_12_05.png,I64.png,2.6,0.663
I64_13_01.png,I64.png,3.73,1.031
I64_13_02.png,I64.png,3.37,0.948
I64_13_03.png,I64.png,2.9,0.746
I64_13_04.png,I64.png,2.53,0.957
I64_13_05.png,I64.png,2.22,0.544
I64_14_01.png,I64.png,4.47,0.618
I64_14_02.png,I64.png,3.83,0.82
I64_14_03.png,I64.png,3.33,0.869
I64_14_04.png,I64.png,2.53,0.618
I64_14_05.png,I64.png,2.2,0.6
I64_15_01.png,I64.png,3.8,0.945
I64_15_02.png,I64.png,3.13,0.884
I64_15_03.png,I64.png,2.63,0.875
I64_15_04.png,I64.png,1.47,0.499
I64_15_05.png,I64.png,1.47,0.562
I64_16_01.png,I64.png,4.43,0.761
I64_16_02.png,I64.png,4.3,0.69
I64_16_03.png,I64.png,3.57,0.761
I64_16_04.png,I64.png,2.63,0.875
I64_16_05.png,I64.png,1.53,0.618
I64_17_01.png,I64.png,4.53,0.562
I64_17_02.png,I64.png,4.57,0.496
I64_17_03.png,I64.png,4.27,0.573
I64_17_04.png,I64.png,3.8,0.6
I64_17_05.png,I64.png,1.93,0.772
I64_18_01.png,I64.png,4.3,0.586
I64_18_02.png,I64.png,4.53,0.618
I64_18_03.png,I64.png,4.67,0.471
I64_18_04.png,I64.png,4.67,0.471
I64_18_05.png,I64.png,3.97,0.657
I64_19_01.png,I64.png,4.27,0.573
I64_19_02.png,I64.png,3.8,0.702
I64_19_03.png,I64.png,2.43,0.803
I64_19_04.png,I64.png,1.32,0.467
I64_19_05.png,I64.png,1.27,0.442
I64_20_01.png,I64.png,4.33,0.83
I64_20_02.png,I64.png,4.37,0.912
I64_20_03.png,I64.png,3.93,0.964
I64_20_04.png,I64.png,3.9,0.907
I64_20_05.png,I64.png,3.53,1.056
I64_21_01.png,I64.png,2.93,0.964
I64_21_02.png,I64.png,2.39,0.973
I64_21_03.png,I64.png,2.7,0.862
I64_21_04.png,I64.png,2.07,0.772
I64_21_05.png,I64.png,1.1,0.3
I64_22_01.png,I64.png,4.37,0.706
I64_22_02.png,I64.png,4.33,0.699
I64_22_03.png,I64.png,4.07,0.68
I64_22_04.png,I64.png,3.7,0.971
I64_22_05.png,I64.png,3.07,0.929
I64_23_01.png,I64.png,3.17,1.067
I64_23_02.png,I64.png,2.37,0.948
I64_23_03.png,I64.png,2.43,0.883
I64_23_04.png,I64.png,2,0.775
I64_23_05.png,I64.png,2.43,0.883
I64_24_01.png,I64.png,3.63,0.948
I64_24_02.png,I64.png,2.63,0.875
I64_24_03.png,I64.png,2.57,0.716
I64_24_04.png,I64.png,1.8,0.833
I64_24_05.png,I64.png,1.33,0.699
I64_25_01.png,I64.png,3.83,0.637
I64_25_02.png,I64.png,4.2,0.653
I64_25_03.png,I64.png,4.4,0.757
I64_25_04.png,I64.png,4.23,0.716
I64_25_05.png,I64.png,3.5,0.764
I65_01_01.png,I65.png,4.77,0.423
I65_01_02.png,I65.png,4.4,0.757
I65_01_03.png,I65.png,2.6,0.952
I65_01_04.png,I65.png,1.9,0.7
I65_01_05.png,I65.png,1.33,0.471
I65_02_01.png,I65.png,3.53,0.67
I65_02_02.png,I65.png,2.17,0.734
I65_02_03.png,I65.png,1.67,0.537
I65_02_04.png,I65.png,1.4,0.554
I65_02_05.png,I65.png,1.13,0.34
I65_03_01.png,I65.png,4.7,0.526
I65_03_02.png,I65.png,4,0.775
I65_03_03.png,I65.png,2.6,0.663
I65_03_04.png,I65.png,1.87,0.67
I65_03_05.png,I65.png,1.5,0.5
I65_04_01.png,I65.png,4.7,0.69
I65_04_02.png,I65.png,3.2,0.98
I65_04_03.png,I65.png,1.83,0.82
I65_04_04.png,I65.png,2.5,1.232
I65_04_05.png,I65.png,1.4,0.554
I65_05_01.png,I65.png,3.77,0.955
I65_05_02.png,I65.png,2.3,0.69
I65_05_03.png,I65.png,1.97,0.657
I65_05_04.png,I65.png,1.97,0.875
I65_05_05.png,I65.png,1.73,0.727
I65_06_01.png,I65.png,4.2,0.6
I65_06_02.png,I65.png,4,0.894
I65_06_03.png,I65.png,3.52,0.798
I65_06_04.png,I65.png,3,0.931
I65_06_05.png,I65.png,2.53,0.957
I65_07_01.png,I65.png,3.33,0.943
I65_07_02.png,I65.png,2.13,0.718
I65_07_03.png,I65.png,2.33,0.943
I65_07_04.png,I65.png,2.6,1.083
I65_07_05.png,I65.png,2.13,0.921
I65_08_01.png,I65.png,4.83,0.373
I65_08_02.png,I65.png,3.6,0.712
I65_08_03.png,I65.png,2.93,1.062
I65_08_04.png,I65.png,2.17,1.157
I65_08_05.png,I65.png,1.63,0.605
I65_09_01.png,I65.png,4.5,0.563
I65_09_02.png,I65.png,4.4,0.841
I65_09_03.png,I65.png,3.4,0.879
I65_09_04.png,I65.png,1.9,0.746
I65_09_05.png,I65.png,1.3,0.458
I65_10_01.png,I65.png,4.43,0.667
I65_10_02.png,I65.png,4.4,0.554
I65_10_03.png,I65.png,3.77,0.716
I65_10_04.png,I65.png,1.53,0.562
I65_10_05.png,I65.png,1.23,0.496
I65_11_01.png,I65.png,3.5,0.619
I65_11_02.png,I65.png,3.17,0.86
I65_11_03.png,I65.png,2.73,0.727
I65_11_04.png,I65.png,2.33,0.537
I65_11_05.png,I65.png,2.3,0.737
I65_12_01.png,I65.png,4.5,0.671
I65_12_02.png,I65.png,3.47,0.67
I65_12_03.png,I65.png,2.87,0.67
I65_12_04.png,I65.png,2.5,0.922
I65_12_05.png,I65.png,1.9,0.473
I65_13_01.png,I65.png,3.33,0.869
I65_13_02.png,I65.png,3.07,0.929
I65_13_03.png,I65.png,2.43,0.803
I65_13_04.png,I65.png,1.83,0.637
I65_13_05.png,I65.png,2.3,0.781
I65_14_01.png,I65.png,4,0.683
I65_14_02.png,I65.png,3.07,0.814
I65_14_03.png,I65.png,2.63,0.795
I65_14_04.png,I65.png,2.23,0.803
I65_14_05.png,I65.png,1.97,0.605
I65_15_01.png,I65.png,3.63,0.875
I65_15_02.png,I65.png,2.43,0.716
I65_15_03.png,I65.png,2.1,0.651
I65_15_04.png,I65.png,1.43,0.496
I65_15_05.png,I65.png,1.47,0.562
I65_16_01.png,I65.png,4.67,0.471
I65_16_02.png,I65.png,4.33,0.699
I65_16_03.png,I65.png,3.77,0.716
I65_16_04.png,I65.png,3,0.856
I65_16_05.png,I65.png,1.71,0.632
I65_17_01.png,I65.png,4.63,0.657
I65_17_02.png,I65.png,4.47,0.499
I65_17_03.png,I65.png,4.67,0.471
I65_17_04.png,I65.png,3.6,0.663
I65_17_05.png,I65.png,2.57,0.883
I65_18_01.png,I65.png,4.33,0.596
I65_18_02.png,I65.png,4.7,0.458
I65_18_03.png,I65.png,4.5,0.563
I65_18_04.png,I65.png,4.47,0.67
I65_18_05.png,I65.png,3.97,0.912
I65_19_01.png,I65.png,4.57,0.496
I65_19_02.png,I65.png,3.93,0.573
I65_19_03.png,I65.png,2.5,0.619
I65_19_04.png,I65.png,1.6,0.611
I65_19_05.png,I65.png,1.27,0.442
I65_20_01.png,I65.png,4.6,0.49
I65_20_02.png,I65.png,4.3,0.69
I65_20_03.png,I65.png,4.2,0.909
I65_20_04.png,I65.png,4.3,1.005
I65_20_05.png,I65.png,3.2,1.275
I65_21_01.png,I65.png,3.9,1.012
I65_21_02.png,I65.png,2.83,0.969
I65_21_03.png,I65.png,2.77,0.883
I65_21_04.png,I65.png,2.33,0.978
I65_21_05.png,I65.png,1.27,0.442
I65_22_01.png,I65.png,4.5,0.764
I65_22_02.png,I65.png,3.53,0.957
I65_22_03.png,I65.png,3.2,1.046
I65_22_04.png,I65.png,2.83,0.969
I65_22_05.png,I65.png,2.17,0.778
I65_23_01.png,I65.png,2.97,1.303
I65_23_02.png,I65.png,3.47,1.258
I65_23_03.png,I65.png,3.03,1.197
I65_23_04.png,I65.png,2.2,1.166
I65_23_05.png,I65.png,1.9,0.907
I65_24_01.png,I65.png,3.67,0.745
I65_24_02.png,I65.png,2.97,1.048
I65_24_03.png,I65.png,2.07,0.68
I65_24_04.png,I65.png,2,0.683
I65_24_05.png,I65.png,1.37,0.605
I65_25_01.png,I65.png,3.87,0.67
I65_25_02.png,I65.png,4.07,0.573
I65_25_03.png,I65.png,4.43,0.559
I65_25_04.png,I65.png,4.47,0.562
I65_25_05.png,I65.png,3.57,0.92
I66_01_01.png,I66.png,4.63,0.482
I66_01_02.png,I66.png,4.48,0.5
I66_01_03.png,I66.png,2.97,0.836
I66_01_04.png,I66.png,1.73,0.512
I66_01_05.png,I66.png,1.4,0.554
I66_02_01.png,I66.png,3.8,0.792
I66_02_02.png,I66.png,2.83,0.778
I66_02_03.png,I66.png,1.8,0.653
I66_02_04.png,I66.png,1.53,0.562
I66_02_05.png,I66.png,1.37,0.482
I66_03_01.png,I66.png,4.63,0.482
I66_03_02.png,I66.png,4.1,0.651
I66_03_03.png,I66.png,2.83,0.734
I66_03_04.png,I66.png,2.23,0.761
I66_03_05.png,I66.png,1.5,0.563
I66_04_01.png,I66.png,4.4,0.554
I66_04_02.png,I66.png,2.57,0.955
I66_04_03.png,I66.png,1.7,0.823
I66_04_04.png,I66.png,1.67,0.907
I66_04_05.png,I66.png,1.47,0.618
I66_05_01.png,I66.png,4.07,0.854
I66_05_02.png,I66.png,2.3,0.737
I66_05_03.png,I66.png,1.9,0.746
I66_05_04.png,I66.png,1.8,0.702
I66_05_05.png,I66.png,1.67,0.596
I66_06_01.png,I66.png,4.2,0.872
I66_06_02.png,I66.png,4,0.632
I66_06_03.png,I66.png,3.77,0.844
I66_06_04.png,I66.png,3.13,0.957
I66_06_05.png,I66.png,2.43,0.92
I66_07_01.png,I66.png,2.63,0.948
I66_07_02.png,I66.png,2.2,0.909
I66_07_03.png,I66.png,2.57,1.257
I66_07_04.png,I66.png,2.27,1.123
I66_07_05.png,I66.png,2,0.775
I66_08_01.png,I66.png,4.5,0.563
I66_08_02.png,I66.png,3.77,0.667
I66_08_03.png,I66.png,2.43,0.92
I66_08_04.png,I66.png,1.97,0.912
I66_08_05.png,I66.png,1.73,0.68
I66_09_01.png,I66.png,4.37,0.605
I66_09_02.png,I66.png,4.37,0.706
I66_09_03.png,I66.png,4.17,0.734
I66_09_04.png,I66.png,2.23,0.803
I66_09_05.png,I66.png,1.27,0.512
I66_10_01.png,I66.png,4.43,0.667
I66_10_02.png,I66.png,4.5,0.5
I66_10_03.png,I66.png,3.97,0.752
I66_10_04.png,I66.png,2.1,0.907
I66_10_05.png,I66.png,1.47,0.562
I66_11_01.png,I66.png,4,0.73
I66_11_02.png,I66.png,3.03,0.836
I66_11_03.png,I66.png,3.03,0.912
I66_11_04.png,I66.png,2.87,0.763
I66_11_05.png,I66.png,2.27,0.727
I66_12_01.png,I66.png,4.47,0.67
I66_12_02.png,I66.png,3.2,0.945
I66_12_03.png,I66.png,3.07,0.892
I66_12_04.png,I66.png,2.67,0.699
I66_12_05.png,I66.png,2.4,0.757
I66_13_01.png,I66.png,3.1,0.831
I66_13_02.png,I66.png,2.57,0.844
I66_13_03.png,I66.png,2.4,0.841
I66_13_04.png,I66.png,2.2,0.748
I66_13_05.png,I66.png,2.39,1.037
I66_14_01.png,I66.png,4.5,0.5
I66_14_02.png,I66.png,3.93,0.727
I66_14_03.png,I66.png,3.77,0.803
I66_14_04.png,I66.png,3,0.775
I66_14_05.png,I66.png,2.43,0.844
I66_15_01.png,I66.png,4.06,0.669
I66_15_02.png,I66.png,3.2,0.909
I66_15_03.png,I66.png,2.43,0.716
I66_15_04.png,I66.png,1.87,0.618
I66_15_05.png,I66.png,1.3,0.458
I66_16_01.png,I66.png,4.57,0.496
I66_16_02.png,I66.png,4.4,0.611
I66_16_03.png,I66.png,3.9,0.651
I66_16_04.png,I66.png,3.3,1.038
I66_16_05.png,I66.png,2.27,0.814
I66_17_01.png,I66.png,4.6,0.663
I66_17_02.png,I66.png,4.37,0.605
I66_17_03.png,I66.png,4.07,0.512
I66_17_04.png,I66.png,3.43,0.803
I66_17_05.png,I66.png,1.6,0.757
I66_18_01.png,I66.png,4.47,0.562
I66_18_02.png,I66.png,4.57,0.559
I66_18_03.png,I66.png,4.57,0.667
I66_18_04.png,I66.png,4.27,0.814
I66_18_05.png,I66.png,3.87,0.763
I66_19_01.png,I66.png,4.37,0.482
I66_19_02.png,I66.png,3.87,0.806
I66_19_03.png,I66.png,3.43,0.716
I66_19_04.png,I66.png,1.93,0.727
I66_19_05.png,I66.png,1.29,0.52
I66_20_01.png,I66.png,4.52,0.561
I66_20_02.png,I66.png,4.3,0.823
I66_20_03.png,I66.png,3.5,0.885
I66_20_04.png,I66.png,2.9,1.136
I66_20_05.png,I66.png,3.8,0.98
I66_21_01.png,I66.png,3.93,0.814
I66_21_02.png,I66.png,2.47,0.884
I66_21_03.png,I66.png,2.63,0.836
I66_21_04.png,I66.png,3.27,1.263
I66_21_05.png,I66.png,1.27,0.442
I66_22_01.png,I66.png,4.33,0.699
I66_22_02.png,I66.png,4.3,0.781
I66_22_03.png,I66.png,3,1.078
I66_22_04.png,I66.png,3.53,0.846
I66_22_05.png,I66.png,2.9,0.978
I66_23_01.png,I66.png,2.3,1.1
I66_23_02.png,I66.png,2.61,0.868
I66_23_03.png,I66.png,2.7,1.069
I66_23_04.png,I66.png,2.23,0.761
I66_23_05.png,I66.png,2.17,0.734
I66_24_01.png,I66.png,3.37,1.016
I66_24_02.png,I66.png,2.3,0.781
I66_24_03.png,I66.png,1.83,0.687
I66_24_04.png,I66.png,1.77,0.761
I66_24_05.png,I66.png,1.2,0.4
I66_25_01.png,I66.png,3.43,0.883
I66_25_02.png,I66.png,3.73,0.854
I66_25_03.png,I66.png,4.17,0.637
I66_25_04.png,I66.png,4.23,0.559
I66_25_05.png,I66.png,3.17,0.82
I67_01_01.png,I67.png,4.63,0.547
I67_01_02.png,I67.png,4.63,0.482
I67_01_03.png,I67.png,3.1,0.907
I67_01_04.png,I67.png,1.9,0.539
I67_01_05.png,I67.png,1.27,0.442
I67_02_01.png,I67.png,3.9,0.746
I67_02_02.png,I67.png,2.8,0.872
I67_02_03.png,I67.png,1.7,0.737
I67_02_04.png,I67.png,1.43,0.496
I67_02_05.png,I67.png,1.17,0.373
I67_03_01.png,I67.png,4.5,0.806
I67_03_02.png,I67.png,4.37,0.547
I67_03_03.png,I67.png,2.7,0.862
I67_03_04.png,I67.png,2.5,0.719
I67_03_05.png,I67.png,1.63,0.706
I67_04_01.png,I67.png,4.27,0.629
I67_04_02.png,I67.png,1.63,0.836
I67_04_03.png,I67.png,1.3,0.586
I67_04_04.png,I67.png,1.16,0.368
I67_04_05.png,I67.png,1.07,0.249
I67_05_01.png,I67.png,4.3,0.781
I67_05_02.png,I67.png,2.33,1.043
I67_05_03.png,I67.png,2.07,0.772
I67_05_04.png,I67.png,2.03,0.657
I67_05_05.png,I67.png,2.2,0.909
I67_06_01.png,I67.png,3.47,0.846
I67_06_02.png,I67.png,3.4,0.8
I67_06_03.png,I67.png,2.93,0.772
I67_06_04.png,I67.png,2.47,0.718
I67_06_05.png,I67.png,1.87,0.751
I67_07_01.png,I67.png,2.6,0.879
I67_07_02.png,I67.png,1.7,0.823
I67_07_03.png,I67.png,2.77,1.283
I67_07_04.png,I67.png,2.1,1.044
I67_07_05.png,I67.png,2,1.033
I67_08_01.png,I67.png,4.53,0.618
I67_08_02.png,I67.png,2.5,0.885
I67_08_03.png,I67.png,1.63,0.752
I67_08_04.png,I67.png,1.37,0.482
I67_08_05.png,I67.png,1.07,0.249
I67_09_01.png,I67.png,4.67,0.471
I67_09_02.png,I67.png,4.27,0.772
I67_09_03.png,I67.png,3.6,1.052
I67_09_04.png,I67.png,2.07,0.573
I67_09_05.png,I67.png,1.13,0.34
I67_10_01.png,I67.png,4.4,0.757
I67_10_02.png,I67.png,4.3,0.64
I67_10_03.png,I67.png,3.97,0.752
I67_10_04.png,I67.png,1.87,0.806
I67_10_05.png,I67.png,1.1,0.3
I67_11_01.png,I67.png,3.87,0.921
I67_11_02.png,I67.png,3.42,0.752
I67_11_03.png,I67.png,2.93,0.68
I67_11_04.png,I67.png,2.6,0.712
I67_11_05.png,I67.png,2.3,0.737
I67_12_01.png,I67.png,4.57,0.496
I67_12_02.png,I67.png,3.6,0.8
I67_12_03.png,I67.png,3.17,0.778
I67_12_04.png,I67.png,2.63,0.875
I67_12_05.png,I67.png,2.43,0.761
I67_13_01.png,I67.png,3.3,0.936
I67_13_02.png,I67.png,3.03,0.912
I67_13_03.png,I67.png,2.7,0.971
I67_13_04.png,I67.png,2.57,0.92
I67_13_05.png,I67.png,2.07,0.772
I67_14_01.png,I67.png,4.47,0.618
I67_14_02.png,I67.png,3.67,0.83
I67_14_03.png,I67.png,3.13,0.763
I67_14_04.png,I67.png,2.53,0.718
I67_14_05.png,I67.png,2.2,0.748
I67_15_01.png,I67.png,3.6,0.841
I67_15_02.png,I67.png,2.53,0.806
I67_15_03.png,I67.png,2,0.775
I67_15_04.png,I67.png,1.67,0.699
I67_15_05.png,I67.png,1.5,0.563
I67_16_01.png,I67.png,4.2,0.792
I67_16_02.png,I67.png,4,0.632
I67_16_03.png,I67.png,3.43,0.667
I67_16_04.png,I67.png,2.8,0.98
I67_16_05.png,I67.png,1.83,0.778
I67_17_01.png,I67.png,4.57,0.496
I67_17_02.png,I67.png,4.43,0.496
I67_17_03.png,I67.png,3.97,0.752
I67_17_04.png,I67.png,3.33,0.869
I67_17_05.png,I67.png,2.13,1.024
I67_18_01.png,I67.png,4.2,0.833
I67_18_02.png,I67.png,4.43,0.716
I67_18_03.png,I67.png,4.73,0.442
I67_18_04.png,I67.png,4.37,0.706
I67_18_05.png,I67.png,3.94,0.716
I67_19_01.png,I67.png,4.37,0.605
I67_19_02.png,I67.png,3.91,0.63
I67_19_03.png,I67.png,3.27,0.629
I67_19_04.png,I67.png,2,0.516
I67_19_05.png,I67.png,1.4,0.49
I67_20_01.png,I67.png,4.23,0.844
I67_20_02.png,I67.png,4.33,0.745
I67_20_03.png,I67.png,3.83,1.213
I67_20_04.png,I67.png,2.1,1.075
I67_20_05.png,I67.png,3.13,1.176
I67_21_01.png,I67.png,4.07,0.929
I67_21_02.png,I67.png,2.53,0.884
I67_21_03.png,I67.png,2.47,0.921
I67_21_04.png,I67.png,2.07,0.727
I67_21_05.png,I67.png,1.2,0.4
I67_22_01.png,I67.png,4.8,0.4
I67_22_02.png,I67.png,4.57,0.559
I67_22_03.png,I67.png,4.33,0.65
I67_22_04.png,I67.png,4.2,0.792
I67_22_05.png,I67.png,3.23,0.955
I67_23_01.png,I67.png,3.53,1.087
I67_23_02.png,I67.png,2.13,0.718
I67_23_03.png,I67.png,2.53,0.846
I67_23_04.png,I67.png,2.33,1.22
I67_23_05.png,I67.png,2.03,1.08
I67_24_01.png,I67.png,3.23,0.92
I67_24_02.png,I67.png,2.4,0.841
I67_24_03.png,I67.png,1.9,0.746
I67_24_04.png,I67.png,1.43,0.559
I67_24_05.png,I67.png,1.13,0.34
I67_25_01.png,I67.png,3.23,0.92
I67_25_02.png,I67.png,4.03,0.482
I67_25_03.png,I67.png,4.07,0.727
I67_25_04.png,I67.png,3.77,0.883
I67_25_05.png,I67.png,3.27,1.062
I68_01_01.png,I68.png,4.67,0.471
I68_01_02.png,I68.png,4.33,0.65
I68_01_03.png,I68.png,2.6,0.712
I68_01_04.png,I68.png,1.67,0.537
I68_01_05.png,I68.png,1.17,0.373
I68_02_01.png,I68.png,3.6,0.712
I68_02_02.png,I68.png,2.2,0.792
I68_02_03.png,I68.png,1.5,0.5
I68_02_04.png,I68.png,1.26,0.438
I68_02_05.png,I68.png,1.06,0.246
I68_03_01.png,I68.png,4.57,0.559
I68_03_02.png,I68.png,4.1,0.978
I68_03_03.png,I68.png,2.43,0.844
I68_03_04.png,I68.png,2,0.73
I68_03_05.png,I68.png,1.4,0.611
I68_04_01.png,I68.png,4.43,0.616
I68_04_02.png,I68.png,3.03,0.984
I68_04_03.png,I68.png,1.77,0.761
I68_04_04.png,I68.png,1.47,0.718
I68_04_05.png,I68.png,1.3,0.526
I68_05_01.png,I68.png,4.07,0.854
I68_05_02.png,I68.png,2.17,0.86
I68_05_03.png,I68.png,1.5,0.671
I68_05_04.png,I68.png,1.77,0.616
I68_05_05.png,I68.png,1.77,0.616
